sku	Name	UPC	Product Description	Bullet Points	Manufacturer	Brand Name	Price	Amazon Price	Currency	Inventory	size	color	parentsku	Parentage	Variation Theme	Relationship Type	Bulletpoints1	Bulletpoints2	Bulletpoints3	Bulletpoints4	Bulletpoints5	weight	Image URL1
JET62380-BLACK	LIFTwo Wide Body Carry-On Spinner_Black		This all new Canadian sized carry-on is designed to keep your gear safe  dry  organized - and only weighs 6.4lbs! Built with an ultra light  yet durable honeycomb shell  the kissable zippers can be locked with the included TSA approved lock  and features a water resistant tape to help keep the interior dry from rain. Internal compression strap and zippered panel help organize your clothes and keep them shifting and wrinkling during travel. The case sits atop 4 smooth rolling wheels designed for effortless navigation  the telescopic handle adjusts to different heights  and the rubber grab handles make it easy to load into a car trunk or take off the conveyor belt at airports.		Samsonite Luggage	Samsonite Luggage	197.99	322.035875	CDN	4		Black	JET62380-REDprnt	child	color	variation	"Extremely lightweight, honeycomb textured shellsSmooth-rolling, multi-directional, ""úairflow""ù Spinner wheels for easy movement so there is no weight on your arm or shoulderFlexible, unbreakable, interlocking ""úkissing""ù zipper pulls with water-resistant zipper tapeInteriors include a zippered divider panel and cross-straps for minimal shifting of contentsIncluded¬†TSA lock that can only be opened by you or a TSA agent"	Ultra-lightweight beveled alloy pull-handle with full-shell integration.				6280	https://cdn.shopify.com/s/files/1/0918/3750/products/liftwo-hardside-spinner-20-widebody_1041_2.jpeg?v=1443535335@https://cdn.shopify.com/s/files/1/0918/3750/products/liftwo-hardside-spinner-20-widebody_1726_2.jpeg?v=1443535335@https://cdn.shopify.com/s/files/1/0918/3750/products/liftwo-hardside-spinner-20-widebody_1090_2.jpeg?v=1443535335@https://cdn.shopify.com/s/files/1/0918/3750/products/liftwo-hardside-spinner-25-aux3_3.jpeg?v=1443535335@https://cdn.shopify.com/s/files/1/0918/3750/products/liftwo-hardside-spinner-20-widebody-aux1_3.jpeg?v=1443535335@https://cdn.shopify.com/s/files/1/0918/3750/products/liftwo-hardside-spinner-20-widebody-aux2_3.jpeg?v=1443535335
JET62380-Blue	LIFTwo Wide Body Carry-On Spinner_Blue		This all new Canadian sized carry-on is designed to keep your gear safe  dry  organized - and only weighs 6.4lbs! Built with an ultra light  yet durable honeycomb shell  the kissable zippers can be locked with the included TSA approved lock  and features a water resistant tape to help keep the interior dry from rain. Internal compression strap and zippered panel help organize your clothes and keep them shifting and wrinkling during travel. The case sits atop 4 smooth rolling wheels designed for effortless navigation  the telescopic handle adjusts to different heights  and the rubber grab handles make it easy to load into a car trunk or take off the conveyor belt at airports.		Samsonite Luggage	Samsonite Luggage	197.99	322.035875	CDN	99		Blue	JET62380-REDprnt	child	color	variation	"Extremely lightweight, honeycomb textured shellsSmooth-rolling, multi-directional, ""úairflow""ù Spinner wheels for easy movement so there is no weight on your arm or shoulderFlexible, unbreakable, interlocking ""úkissing""ù zipper pulls with water-resistant zipper tapeInteriors include a zippered divider panel and cross-straps for minimal shifting of contentsIncluded¬†TSA lock that can only be opened by you or a TSA agent"	Ultra-lightweight beveled alloy pull-handle with full-shell integration.				6280	https://cdn.shopify.com/s/files/1/0918/3750/products/liftwo-hardside-spinner-20-widebody_1090_2.jpeg?v=1443535335@https://cdn.shopify.com/s/files/1/0918/3750/products/liftwo-hardside-spinner-20-widebody_1726_2.jpeg?v=1443535335@https://cdn.shopify.com/s/files/1/0918/3750/products/liftwo-hardside-spinner-20-widebody_1041_2.jpeg?v=1443535335@https://cdn.shopify.com/s/files/1/0918/3750/products/liftwo-hardside-spinner-25-aux3_3.jpeg?v=1443535335@https://cdn.shopify.com/s/files/1/0918/3750/products/liftwo-hardside-spinner-20-widebody-aux1_3.jpeg?v=1443535335@https://cdn.shopify.com/s/files/1/0918/3750/products/liftwo-hardside-spinner-20-widebody-aux2_3.jpeg?v=1443535335
JET62380-RED	LIFTwo Wide Body Carry-On Spinner_Samsonite Red		This all new Canadian sized carry-on is designed to keep your gear safe  dry  organized - and only weighs 6.4lbs! Built with an ultra light  yet durable honeycomb shell  the kissable zippers can be locked with the included TSA approved lock  and features a water resistant tape to help keep the interior dry from rain. Internal compression strap and zippered panel help organize your clothes and keep them shifting and wrinkling during travel. The case sits atop 4 smooth rolling wheels designed for effortless navigation  the telescopic handle adjusts to different heights  and the rubber grab handles make it easy to load into a car trunk or take off the conveyor belt at airports.		Samsonite Luggage	Samsonite Luggage	197.99	322.035875	CDN	99		Samsonite Red	JET62380-REDprnt	child	color	variation	"Extremely lightweight, honeycomb textured shellsSmooth-rolling, multi-directional, ""úairflow""ù Spinner wheels for easy movement so there is no weight on your arm or shoulderFlexible, unbreakable, interlocking ""úkissing""ù zipper pulls with water-resistant zipper tapeInteriors include a zippered divider panel and cross-straps for minimal shifting of contentsIncluded¬†TSA lock that can only be opened by you or a TSA agent"	Ultra-lightweight beveled alloy pull-handle with full-shell integration.				6280	https://cdn.shopify.com/s/files/1/0918/3750/products/liftwo-hardside-spinner-20-widebody_1726_2.jpeg?v=1443535335@https://cdn.shopify.com/s/files/1/0918/3750/products/liftwo-hardside-spinner-20-widebody_1041_2.jpeg?v=1443535335@https://cdn.shopify.com/s/files/1/0918/3750/products/liftwo-hardside-spinner-20-widebody_1090_2.jpeg?v=1443535335@https://cdn.shopify.com/s/files/1/0918/3750/products/liftwo-hardside-spinner-25-aux3_3.jpeg?v=1443535335@https://cdn.shopify.com/s/files/1/0918/3750/products/liftwo-hardside-spinner-20-widebody-aux1_3.jpeg?v=1443535335@https://cdn.shopify.com/s/files/1/0918/3750/products/liftwo-hardside-spinner-20-widebody-aux2_3.jpeg?v=1443535335
JET57548-BLACKprnt	Medium Foldable Luggage Cover				Samsonite Luggage	Samsonite Luggage								parent	color								
JET57548-BLACK	Medium Foldable Luggage Cover_Black		Protect your luggage from dirt and water with this foldable suitcase cover that packs up into a small pouch for easy storage. The specialized Elastic Lycro is a water repellant material that is also a stretchable fabric that can fit over most large suitcases. Zip open sleeves provide access to the side and top handles of your suitcase.		Samsonite Luggage	Samsonite Luggage	39.97	98.832625	CDN	99		Black	JET57548-BLACKprnt	child	color	variation	"Fits most 23-26""ù casesMade with water-resistant fabric for added protection from water and dustElastic Lycro fabric ensures a snug fit for all common suitcasesFoldable for easy carry and storageQuick access zipper openings for top and side carry handles"					0	https://cdn.shopify.com/s/files/1/0918/3750/products/accessories-foldable-luggage-cover-mb.jpg?v=1444660067@https://cdn.shopify.com/s/files/1/0918/3750/products/accessories-foldable-luggage-cover-s_10901.jpg?v=1444660067@https://cdn.shopify.com/s/files/1/0918/3750/products/accessories-foldable-luggage-cover-l-aux1_38967be1-e252-4bc4-a1ea-03fb5399f84a.jpg?v=1444660067
JET57548-BLUE	Medium Foldable Luggage Cover_Blue		Protect your luggage from dirt and water with this foldable suitcase cover that packs up into a small pouch for easy storage. The specialized Elastic Lycro is a water repellant material that is also a stretchable fabric that can fit over most large suitcases. Zip open sleeves provide access to the side and top handles of your suitcase.		Samsonite Luggage	Samsonite Luggage	39.97	98.832625	CDN	99		Blue	JET57548-BLACKprnt	child	color	variation	"Fits most 23-26""ù casesMade with water-resistant fabric for added protection from water and dustElastic Lycro fabric ensures a snug fit for all common suitcasesFoldable for easy carry and storageQuick access zipper openings for top and side carry handles"					0	https://cdn.shopify.com/s/files/1/0918/3750/products/accessories-foldable-luggage-cover-s_10901.jpg?v=1444660067@https://cdn.shopify.com/s/files/1/0918/3750/products/accessories-foldable-luggage-cover-mb.jpg?v=1444660067@https://cdn.shopify.com/s/files/1/0918/3750/products/accessories-foldable-luggage-cover-l-aux1_38967be1-e252-4bc4-a1ea-03fb5399f84a.jpg?v=1444660067
JET43695	Microbead Neck Pillow		Irresistibly silky and soft  this u-shape design toggles snugly around your neck for maximum support and comfort.		Samsonite Luggage	Samsonite Luggage	22.99	74.848375	CDN	97							"Can be used for neck pillow, body pillow, lower back support, and foot restFilled with thousands of micro beads for exact fit comfortSecures easily around upright handle tubes or ail handles for easy transport"					0	https://cdn.shopify.com/s/files/1/0918/3750/products/microbead_neck_pillow_red.jpeg?v=1440026751@https://cdn.shopify.com/s/files/1/0918/3750/products/microbead_pillow_a.jpeg?v=1440026751
JET53491-BLUEprnt	"Samsonite B-Lite 20"" Upright Luggage"				Samsonite Luggage	Samsonite Luggage								parent	color								
JET53491-BLACK	"Samsonite B-Lite 20"" Upright Luggage_Black"		"Extremely lightweight and durable construction are the focal points for B-Lite 20"" Upright  with 2 smooth rolling wheels that will navigate all types of terrain! The large main compartment features tie down straps that will compress contents down saving you space  and helps eliminate your gear shifting around while moving. A handy removable laundry bag helps separate clean and soiled clothes. The integrated TSA compliant lock keeps peace of mind your contents are safe  and if airport agents need to inspect your bag know with confidence they can easily open the lock without damaging your bag "		Samsonite Luggage	Samsonite Luggage	170.99	283.898375	CDN	98		Black	JET53491-BLUEprnt	child	color	variation	Space booster increases packing space by making smooth rolling in-line skate wheels more flush with the back panel of the case.Mounted TSA combination lock provides additional peace of mind when checking belongings.Stitched bottom grip provides comfort when lifting a packed case.Separate laundry bag to keep shoes or dirty clothes separate from the rest of your belongings.	Extremely lightweight and durable construction featuring 1682 Denier Polyester with soft and light 400 Denier Nylon x 450 Denier Twisted Polyester.				4800	https://cdn.shopify.com/s/files/1/0918/3750/products/sams5156_01_b-lite-upright-55cm-20inch-blue.jpeg?v=1440033512@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5153_01.jpeg?v=1440033512@https://cdn.shopify.com/s/files/1/0918/3750/products/28-bag.jpeg?v=1440033512@https://cdn.shopify.com/s/files/1/0918/3750/products/28-handle.jpeg?v=1440033512@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5159_02_b-lite-upright-55cm-20inch-black.jpeg?v=1440033512@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5156_02_b-lite-upright-55cm-20inch-blue.jpeg?v=1440033512@https://cdn.shopify.com/s/files/1/0918/3750/products/tote-logo.jpeg?v=1440033512@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5159_01_b-lite-upright-55cm-20inch-black.jpeg?v=1440033512@https://cdn.shopify.com/s/files/1/0918/3750/products/28-lock.jpeg?v=1440033512@https://cdn.shopify.com/s/files/1/0918/3750/products/28-tag.jpeg?v=1440033512@https://cdn.shopify.com/s/files/1/0918/3750/products/tote-wheel.jpeg?v=1440033512@https://cdn.shopify.com/s/files/1/0918/3750/products/28-logo.jpeg?v=1440033512
JET53491-BLUE	"Samsonite B-Lite 20"" Upright Luggage_Samsonite Blue"		"Extremely lightweight and durable construction are the focal points for B-Lite 20"" Upright  with 2 smooth rolling wheels that will navigate all types of terrain! The large main compartment features tie down straps that will compress contents down saving you space  and helps eliminate your gear shifting around while moving. A handy removable laundry bag helps separate clean and soiled clothes. The integrated TSA compliant lock keeps peace of mind your contents are safe  and if airport agents need to inspect your bag know with confidence they can easily open the lock without damaging your bag "		Samsonite Luggage	Samsonite Luggage	170.99	283.898375	CDN	0		Samsonite Blue	JET53491-BLUEprnt	child	color	variation	Space booster increases packing space by making smooth rolling in-line skate wheels more flush with the back panel of the case.Mounted TSA combination lock provides additional peace of mind when checking belongings.Stitched bottom grip provides comfort when lifting a packed case.Separate laundry bag to keep shoes or dirty clothes separate from the rest of your belongings.	Extremely lightweight and durable construction featuring 1682 Denier Polyester with soft and light 400 Denier Nylon x 450 Denier Twisted Polyester.				4800	https://cdn.shopify.com/s/files/1/0918/3750/products/sams5156_01_b-lite-upright-55cm-20inch-blue.jpeg?v=1440033512@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5153_01.jpeg?v=1440033512@https://cdn.shopify.com/s/files/1/0918/3750/products/28-bag.jpeg?v=1440033512@https://cdn.shopify.com/s/files/1/0918/3750/products/28-handle.jpeg?v=1440033512@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5159_02_b-lite-upright-55cm-20inch-black.jpeg?v=1440033512@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5156_02_b-lite-upright-55cm-20inch-blue.jpeg?v=1440033512@https://cdn.shopify.com/s/files/1/0918/3750/products/tote-logo.jpeg?v=1440033512@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5159_01_b-lite-upright-55cm-20inch-black.jpeg?v=1440033512@https://cdn.shopify.com/s/files/1/0918/3750/products/28-lock.jpeg?v=1440033512@https://cdn.shopify.com/s/files/1/0918/3750/products/28-tag.jpeg?v=1440033512@https://cdn.shopify.com/s/files/1/0918/3750/products/tote-wheel.jpeg?v=1440033512@https://cdn.shopify.com/s/files/1/0918/3750/products/28-logo.jpeg?v=1440033512
