SKU	Product Name	Product Description	Bullet Points	Manufacturer	Brand Name	Price	Currency	In Stock	Image URL	Image URL1	Image URL2	
CHCHAIAHS_43	Ass in Antarctica Hot Sauce	  Ass in Antarctica Hot Sauce (5 FL.OZ. / 148 ml): When the heat becomes unbearable, do you feel like you need a vacation? We hear Antarctica is a nice place to chill out. This is the cheapest fare available. One swig and you'll be on your way. Caution, this pepper sauce is seriously hot. In fact, this is about as hot as it gets. It might sound like we're bragging, but really we are just giving you advance notice that its going to bun on the way in and ...well, you get the picture. Ass in Antartica hot sauce is a moving experience. Ingredients: Cayenne Pepper, Water, Salt, Acetic Acid, Oleoresin Cayene, Starch, and Caramel Color.   Manufactured by Figueroa Brothers		Figueroa Brothers	Figueroa Brothers	10.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/b056f34ead26bc302ad26910e8073a09_large.jpeg?v=1427050040			
CHCHAIHHS_44	Ass in Hell Hot Sauce	  Ass in Hell Hot Sauce (5 FL.OZ. / 148 ml): The hottest ass ever. Joe Chilehead's favorite hot sauce. It is inevitable, Joe Chilihead was damned from the very beginning. His exploits with Ass in the Tub brands have taken him from outer space to the freezing climes of Antarctica and now to the fiery depths of Hell. Caution, this sauce is hotter than anything we have ever made. It's brutal pure numbing heat is going to burn on the way in and out... if you konw what we mean. It's a moving experience. Ingredients: Cayenne Pepper, Water, Salt, Acetic Acid, Oleoresin Cayenne, Starch, and Caramel Color.   Manufactured by Figueroa Brothers		Figueroa Brothers	Figueroa Brothers	10.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/26bad4e5d8663a8e86b5ea62a8791fee_large.jpeg?v=1427050132			
CHCHAISHS_45	Ass In Space Hot Sauce	  Ass In Space Hot Sauce (5FL. OZ. / 148 ml): It's Outta this world. In a galaxy far, far away...An evil pepper sauce of an unknown molecular structure has made its way to Earth. Its mission is to bodly go where no pepper sauce has gone before. Caution: this pepper sauce is seriously hotter than the original Ass in the Tub. We might sound like we are bragging, but actually we are just giving advance notice that it is going to burn on the way in and...well, you get the picture. It is a moving experience. Ass-tronomically hot. Ingredients: Cayenne Pepper, Water, Salt, Acetic Acid, Oleoresin Cayenne, Starch, and Carmel Color.   Manufactured by Figueroa Brothers		Figueroa Brothers	Figueroa Brothers	9.95	CDN	N	//cdn.shopify.com/s/files/1/0188/0032/products/c8cea526666cf2ee9ca637ca84debfd3_large.jpeg?v=1427050170			
CHCHAITEHS_46	Ass in the E.R. Hot Sauce	Ass in the E.R. Scorpion Pepper Sauce (5oz./148ml) At over 2 million Scoville Units, the Scorpion packs almost twice the heat of a ghost pepper and a sting to match. Named after a Scorpionâ€™s tail barb, this fiery fruit is guaranteed to burn twice and leave a distinguishable welt on your backside. This sauce is all-natural with fresh ingredients and contains no artificial preservatives or colorings. It is gluten free, no GMOâ€™s, and Kosher. Ingredients: Trinidad Moruga Scorpion peppers, Fresh carrots, onions, lime juice, vinegar, garlic, and salt.				14.95	CDN	Y	//cdn.shopify.com/s/assets/admin/no-image-large-339e69e359cdf02ea76337381df99fa2.gif			
CHCHAITT3P_47	Ass In The Tub 3 Pack	 Contains Ass in the Tub, Ass in Space, and Ass in Antarctica Hot Sauce Brand: Ass in the Tub Manufacturer: Figueroa Brothers		Figueroa Brothers	Ass in the Tub	22.95	CDN	N	//cdn.shopify.com/s/files/1/0188/0032/products/1b0892ce0d95b13a1f48c4961f5bb8fa_large.jpeg?v=1427050242			
CHCHAITTHS_48	Ass in the Tub Hot Sauce	  Ass in the Tub Hot Sauce (5 FL.OZ. / 148 ml): This pepper sauce is seriously hot. In fact, this is about as hot as hot gets. It might sound like we are bragging, but actually we are just giving advance notice that it is going to burn on the way in and...well, you get the picture. It is a moving...   Manufactured by Figueroa Brothers		Figueroa Brothers	Figueroa Brothers	7.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/4324f37fafe04efaa7f9fdd1eaa6fd79_large.jpeg?v=1427050279			
CHCHAKRGHS_49	Ass Kickin Roasted Garlic Hot Sauce	Ass Kickin Roasted Garlic Hot Sauce (5 FL.OZ. / 142 g): A first date nightmare, roasted garlic combined with Habanero and Jalapeno peppers to provide a flavorfull sauce bursting with bulbus pleasure. Kick Yo Ass Hot. We love this great tasting garlic sauce from the Southwest. Ingredients: Water, Habanero Peppers, Jalapeno Peppers, Tomato Paste, Vinegar, Salt, Fresh Roasted Garlic, Onion Powder, Xanthan Gum, and Spices.  Manufactured by Southwest Specialty Food		Southwest Specialty Food	Southwest Specialty Food	8.50	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/e2aea3e5015c99b66259160383f2466c_large.jpeg?v=1427065651			
CHCHAKTS_50	Ass Kickin Teriyaki Sauce	  Add a totally new dimension to stir fry, tempura, chicken or beef dishes. Makes a great marinade, dip, or even a salad dressing. Manufactured by Southwest Specialty Food		Southwest Specialty Food	Southwest Specialty Food	8.50	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/asset_282bc0ce-244c-46fe-81d4-1756f845e6f5_large.jpg?v=1427065729			
CHCHAKA_51	Ass Kickin' Apron	Ass Kickin' Apron Create an Ass Kickin masterpiece wearing this Kick Yo Ass Hot Apron! Manuafctured by Southwest Specialty Food				19.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/apronasskickin_1_large.png?v=1362583367			
CHCHAKBPS_52	Ass Kickin' Bacon Popcorn Seasoning	Ass Kickin' Bacon Popcorn Seasoning ( 3.25 oz/ 92 g) Sprinkle on your popcorn give it that great "Hickory Smoked" touch! You can also use Ass Kickin' Popcorn Seasoning to spice up meats, poultry and fish. Ingredients: maltodextrin, flour salt, bacon flavor, sugar, natural butter flavor and calcium silicate. Manufactured by Southwest Specialty Food		Southwest Specialty Food	Southwest Specialty Food	5.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/asspopcornbacon1_large.jpg?v=1362583504			
CHCHAKBB_53	Ass Kickin' Beer Bread	Ass Kickin' Beer Bread (16 OZ. / 454 g): Give your bunkhouse crew a real treat, Genuine Ass Kickin' Beer Bread, hot from the oven. And we mean HOT. That itty-bitty packet of Habanero pepper inside should be treated with respect. Just add 12 oz. of your favorite beer to the Beer Bread mix and enjoy. Ingredients: Wheat Fluor, Sugar, Baking Powder, Spices, Salt, Red Bell Pepper, Garlic, and a separate packet of Habanero Powder.  Manufactured by Southwest Specialty Food		Southwest Specialty Food	Southwest Specialty Food	9.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/6864807c3cb7dc0baa23135a1488a9f9_large.jpeg?v=1427065885			
CHCHAKCHS_54	Ass Kickin' Cajun Hot Sauce	  Ass Kickin' Cajun Hot Sauce (5 FL.OZ. / 142 g): Kick Yo Ass Hot. Get your Ass to the Bayou Ã  Habanero peppers and special spices combine to make 'dat 'dare Hot Sauce "Louisana Approved" Mercy Bacu An excellent sauce from the folks from Southwest Specialty Foods. Nice flavor with a habanero kick in the ass. Ingredients: Water, Habanero Peppers, Jalapeno Peppers, Tomato Paste, Vinegar, Salt, Fresh Garlic, Black Pepper, White Pepper, Onion Powder, Xanthan Gum, and Spices. Brand: Ass Kickin' Hot Sauces Manufactured by Southwest Specialty Food		Southwest Specialty Food	Ass Kickin' Hot Sauces	8.50	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/88fbabf392508b490405b00116dab865_large.jpeg?v=1427065918			
CHCHAKCWS_55	Ass Kickin' Chicken Wing Sauce	  Ass Kickin' Chicken Wing Sauce (12 FL.OZ. / 340 g): Baked, grilled, or deep fried, it's Kick Yo' Ass Hot. Ingredients: Water, Vinegar, Food Starch, Salt, Cayenne Pepper, Habanero Pepper, Butter Flavor, and Garlic. Brand: Ass Kickin Sauces Manufactured by Southwest Specialty Food		Southwest Specialty Food	Ass Kickin Sauces	8.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/ass_k_chicken_wing_large.jpg?v=1362583552			
CHCHAKCLHS_56	Ass Kickin' Chile Lime Hot Salt	Directions for use: Sprinkle Chile Lime Hot Salt on your favorite dish to give it that great Chile Lime touch! You can also use Chile Lime Hot Salt to spice up meats, poultry or fish. Go ahead, sprinkle it on. Ingredients: Salt, Sugar, Chile Powder, Maltodextrin, Calcium Silicate added to prevent caking, Garlic, Lime and Spices.  Produced in a plant that uses peanuts, tree nuts and soy products. Brand: Ass Kickin' Manufacturer: Southwest Specialty Foods, INC.		Southwest Specialty Foods, INC	Ass Kickin'	6.50	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/29d578f5e05bc1fbd7991998de28f29a_large.jpeg?v=1415372963			
CHCHAKCF_57	Ass Kickin' Chili Fixin's	  Ass Kickin' Chili Fixin's (16 OZ. / 434 g): Whoa there partner. You've gone and picked yourself up one smokin' hot bag o' chili fixins. Our Ass Kickin' Chili Fixin's are anything but tame. We've rustled up a herd of the finest chile powder, herbs, dry spices and put them together with a pack of masa four, a bunch of beans and of course the kicker - a pack of Habanero pepper. Ingredients: Pinto Beans, Black Beans, Packet 1 (Chile Powder, Onion, Garlic, Oregano, and Cumin), Packet 2 (Masa Fluor), Packet 3 (Ground Habanero Pepper). Brand: Ass Kickin Sauces Manufactured by Southwest Specialty Food		Southwest Specialty Food	Ass Kickin Sauces	9.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/5cee5cb5c18779ef7384e50f701da1b9_large.jpeg?v=1427066218			
CHCHAKCLHS_58	Ass Kickin' Chili Lime Hot Sauce	Ass Kickin' Chili Lime Hot Sauce ( 5 oz/ 148 ml) A treat for lime lovers, the Ass Kickinâ€™ Chile Lime Hot Sauce is a spicy and refreshing blend of jalapeno and lime that will compliment seafood, burritos, pizza, and itâ€™s even great on sweet corn. Ingredients: water, jalapeno pepper, sugar, tomato paste, vinegar, natural flavors, garlic, potassium benzoate, xanthan gum, lime oil. Manufactured by Southwest Specialty Food		Southwest Specialty Food	Southwest Specialty Food	8.50	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/c044734d2c7afa0cb63d01c677612a46_large.jpeg?v=1427066251			
CHCHAKCHP_59	Ass Kickin' Chipotle Honey Peanuts	  Ass Kickin' Chipotle Honey Peanuts (12 OZ. / 340 g): Sweet as the southwest itself. A perfect blend of honey and chipotle seasoning make this a taste like no other. Includes a great recipe for Chipotle Honey Peanut Brittle. Ingredients: Peanuts, Sugar, Peanut and or Canola and or Cottonseed Oils, Honey, Salt, Modified Potato Starch, Chipotle Seasoning, and Xanthan Gum. Brand: Ass Kickin Sauces Manufacturer: Southwest Specialty Food		Southwest Specialty Food	Ass Kickin Sauces	10.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/f6994ad3b2c2f23f954cbc6510b4871c_large.jpeg?v=1427066299			
CHCHAKCHS_60	Ass Kickin' Chipotle Hot Salt	Directions for use: Sprinkle Chipotle Hot Salt on your favorite dish to give it that great Chipotle touch! You can also use Chipotle Hot Salt to spice up meats, poultry or fish. Go ahead, sprinkle it on. Ingredients: Salt, Chipotle Pepper, Chile Powder, Sugar, Maltodextrin, Calcium Silicate added to prevent caking, Garlic, Vegetable Oil and Spices.  Produced in a plant that uses peanuts, tree nuts and soy products. Brand: Ass Kickin' Manufacturer: Southwest Specialty Foods, INC.		Southwest Specialty Foods, INC	Ass Kickin'	6.50	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/a9d0dee147b80a782a6d4d35d85432d8_large.jpeg?v=1427066346			
CHCHAKCHS_61	Ass Kickin' Chipotle Hot Sauce	Ass Kickin' Chipotle Hot Sauce ( 5 oz/ 148 g) The Ass Kickin' Chipotle Hot Sauce is a hardy hot sauce that showcases its' Mexican smoked-dried jalapeno flavor. This new flavor is sure to spice up your next southwestern style dish. Ingredients: water, chipotle jalapeno, tomato paste, vinegar, sugar, natural flavors, garlic, salt and xanthan gum. Manufactured by Southwest Specialty Food		Southwest Specialty Food	Southwest Specialty Food	8.50	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/9d1c158a0f2694a4a4412ec5c2fb809d_large.jpeg?v=1427066381			
CHCHAKGHS_62	Ass Kickin' Garlic Hot Salt	Directions for use: Sprinkle Garlic Hot Salt on your favorite dish to give it that great Garlic touch! You can also use Garlic Hot Salt to spice up meats, poultry or fish. Go ahead, sprinkle it on. Ingredients: Salt, Garlic, Habanero Pepper and Spices. Produced in a plant that uses peanuts, tree nuts and soy products. Brand: Ass Kickin' Manufacturer: Southwest Specialty Foods, INC.		Southwest Specialty Foods, INC	Ass Kickin'	6.50	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/a7a870d7d7767df552aa891f6221e35a_large.jpeg?v=1427066487			
CHCHAKGPHS_63	Ass Kickin' Ghost Pepper Hot Sauce	Ass Kickin' Ghost Pepper Hot Sauce ( 5 oz/ 148 ml) If you want to up the heat ante in your hot sauce, Ass Kickinâ€™ Ghost Pepper Hot Sauce is sure to call out to all the hot sauce fanatics across the globe. At over 1,000,000 heat units, these Ghost Peppers (Bhut Jolokia) currently holds the record as the hottest pepper in the world, according to the Guinness Book of World Records. Ingredients: water, Bhut Jolokia, carrots, salt, xanthan gum, garlic and spices. Caution: Extremely Hot! Manufactured by Southwest Specialty Food		Southwest Specialty Food	Southwest Specialty Food	12.50	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/f1d582c4731e7775c3d20ccb803f1657_large.jpeg?v=1427066965			
CHCHAKGPS_64	Ass Kickin' Ghost Pepper Salsa	Ingredients: Diced Tomatoes, Tomato Paste, Water, Green Chiles, Onion, Jolokia (Ghost) Pepper, Vinegar, Salt, Spices, Crushed Garlic and Xanthan Gum Produced in a plant that uses Peanuts, Tree Nuts and Soy products. Brand: Ass Kickin' Salsa Manufacturer: Southwest Specialty Foods, INC.		Southwest Specialty Foods, INC	Ass Kickin' Salsa	8.95	CDN	N	//cdn.shopify.com/s/files/1/0188/0032/products/8a871aee-60c3-4132-b1e4-417f4a90de10_large.jpg?v=1384810666			
CHCHAITTSRAHS_65	Ass in the Tub Special Reserve Armageddon Hot Sauce	  Ass in the Tub Special Reserve Armageddon Hot Sauce (5 FL.OZ. / 148 ml): The hot sauce to end all. CAUTION: this pepper sauce is seriously hot. In fact, this is about as hot as it gets. It is brutal, it is monumental, it is ARMAGEDDON... It is your ass. We might sound like we are bragging, but actually we are just giving advance notice that it is going to burn on the way in and...well, you get the picture. It is a moving experience. Ingredients: Habanero Peppers, African Oleoresin, Scotch Bonnet Pepers, Salt, Onions, Vegetable Oil, Acetic Acid, Garlic, and Xanthan Gum.   Manufactured by Figueroa Brothers		Figueroa Brothers	Figueroa Brothers	13.95	CDN	N	//cdn.shopify.com/s/files/1/0188/0032/products/988c4a98857a59c844c864a9705e9388_large.jpeg?v=1427050361			
CHCHAKAHS_66	Ass Kickin Almonds - Hickory Smoked	  The AssKickin' legacy achieves new heights of culinary delights with our gourmet seasoned ALMONDS... One taste and you're hooked! Manufactured by Southwest Specialty Food		Southwest Specialty Food	Southwest Specialty Food	5.95	CDN	N	//cdn.shopify.com/s/files/1/0188/0032/products/7c24c3aa9320889dd264fb6bc5f96c38_large.jpeg?v=1427050581			
CHCHAKAHNS_67	Ass Kickin Almonds - Hot N Spicy	  The AssKickin' legacy achieves new heights of culinary delights with our gourmet seasoned ALMONDS... One taste and you're hooked!  Manufactured by Southwest Specialty Food		Southwest Specialty Food	Southwest Specialty Food	5.95	CDN	N	//cdn.shopify.com/s/files/1/0188/0032/products/b90407c13f714b8ca9cfbd400ec1e0a8_large.jpeg?v=1427064883			
CHCHAKBCP_68	Ass Kickin Bacon Cheddar Peanuts	Bacon and spices mixed with cheddar cheese for a whole new taste sensation.				10.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/9eb44abc-f1da-4193-a84c-8b8c72eee796_large.jpg?v=1427064928			
CHCHAKBP_69	Ass Kickin Barbecue Popcorn	  Ass Kickin Barbecue Popcorn (3.5oz./99.2g) Ingredients: Popcorn, hydrogenated soybean oil, salt, paprika, natural flavor, amltodextrin, sucralose. Manufactured by Southwest Specialty Food		Southwest Specialty Food	Southwest Specialty Food	3.50	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/21935de9606fbda976da26a733e3edeb_large.jpeg?v=1437063129			
CHCHAKC_70	Ass Kickin Cashews	  Your favorite nut has now made it solo in the Ass Kickin' line of specialty products! Spiced with our famous habanero blend, this can of cashews is sure to become your new addiction. Manufactured by Southwest Specialty Food		Southwest Specialty Food	Southwest Specialty Food	8.25	CDN	N	//cdn.shopify.com/s/files/1/0188/0032/products/cashew_large.jpg?v=1427064992			
CHCHAKCLP_71	Ass Kickin Chile Lime Popcorn	  Ass Kickin Chile Lime Popcorn (3.5oz./99.2g) Ingredients: Popcorn, partially hydrogenated soybean oil, salt, spices, natural and artificial flavors, sucralose. Manufactured by Southwest Specialty Food		Southwest Specialty Food	Southwest Specialty Food	3.50	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/f5044262686a3959b63f4e1faface1bb_large.jpeg?v=1437063004			
CHCHAKCP_72	Ass Kickin Chipotle Popcorn	  Ass Kickin Chipotle Popcorn (3.5oz./99.2g) Ingredients: Popcorn, partially hydrogenated soybean oil, salt, spices, natural and artificial flavors, sucralose. Manufactured by Southwest Specialty Food		Southwest Specialty Food	Southwest Specialty Food	3.50	CDN	N	//cdn.shopify.com/s/files/1/0188/0032/products/c77f909106cae1fb22e5e40d9d36827e_large.jpeg?v=1437062904			
CHCHAKC_73	Ass Kickin Cookbook	From Southwest's kitchen to yours â€¦ over 180 tantalizing south of the border recipes that are guaranteed to kick some serious ass!				19.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/fb4cc0f8fc117977c4e9fb9e111eb6a1_large.jpeg?v=1437152914			
CHCHAKCB_74	Ass Kickin Corn Bread	  Ass Kickin' Cornbread (16 OZ. / 454 g): Whoa there partner. You've gone and picked yourself up one smokin' hot bag o' corn bread with a kick - a packet of the world's hottest pepper the Habanero. You can make our "Ass Kickin' Corn Bread" so ass kickin' hot it'll put hair on your eyeballs or you can keep it tame enough for Grandma to eat. You choose. Try it with syrup, butter and honey, or server it as a side dish along with a bowl of our Ass Kickin Chili Fixins. Ingredients: Cornmeal, Flour, Baking Powder, Whole Corn, Onion, Jalapeno, Red Bell Pepper, Salt, and a separate packet of Habanero Powder. Brand: Ass Kickin Sauces Manufactured by Southwest Specialty Food		Southwest Specialty Food	Ass Kickin Sauces	10.50	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/d82c4bec774a32be74b649cbcad35d32_large.jpeg?v=1427065095			
